رقم_الطلب,تاريخ_التقديم,تاريخ_الإغلاق,الحي,نوع_الخدمة,التصنيف,قناة_التقديم,الحالة,مدة_المعالجة_أيام,تقييم_الرضا,موسم_ذروة
MKC-2025419,2024-10-30,2024-11-08,جرول,شكوى إنارة شوارع,شكوى,تطبيق بلدي,مقبول ومنفذ,9.0,5.0,لا
MKC-2023360,2024-10-30,2024-11-26,الزاهر,شكوى مخالفة بناء,شكوى,تطبيق بلدي,مغلق - تم الحل,27.0,4.0,لا
MKC-2025901,2024-10-30,2024-11-05,جرول,شكوى نظافة عامة,شكوى,تطبيق بلدي,مغلق - تم الحل,6.0,3.0,لا
MKC-2027759,2024-10-30,2024-11-02,الرصيفة,شكوى باعة متجولين,شكوى,تطبيق بلدي,مغلق - تم الحل,3.0,4.0,لا
MKC-2028763,2024-10-30,2024-11-04,العزيزية,شكوى نظافة عامة,شكوى,المركز الموحد 940,مقبول ومنفذ,5.0,4.0,لا
MKC-2025409,2024-10-30,2024-11-03,الهجرة,شكوى باعة متجولين,شكوى,تطبيق بلدي,مرفوض,4.0,,لا
MKC-2025623,2024-10-30,2024-11-04,الشرائع,تجديد رخصة تجارية,طلب ترخيص,المركز الموحد 940,مقبول ومنفذ,5.0,5.0,لا
MKC-2028454,2024-10-30,2024-11-08,العزيزية,شكوى إشغال طريق,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,9.0,5.0,لا
MKC-2026199,2024-10-30,2024-11-05,الزاهر,شكوى نظافة عامة,شكوى,تطبيق بلدي,مغلق - تم الحل,6.0,4.0,لا
MKC-2028084,2024-10-31,2024-11-09,بطحاء قريش,شكوى صرف صحي,شكوى,تطبيق بلدي,مغلق - تم الحل,9.0,4.0,لا
MKC-2028564,2024-10-31,2024-11-06,بطحاء قريش,شكوى صرف صحي,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,6.0,5.0,لا
MKC-2024113,2024-10-31,2024-11-07,النسيم,شكوى إشغال طريق,شكوى,مكتب فرعي بالحي,محول لجهة أخرى,7.0,,لا
MKC-2023234,2024-10-31,2024-11-07,الرصيفة,شكوى صرف صحي,شكوى,حساب X (تويتر),مغلق - تم الحل,7.0,2.0,لا
MKC-2024866,2024-10-31,2024-11-06,الحجون,شكوى إشغال طريق,شكوى,تطبيق بلدي,مغلق - تم الحل,6.0,3.0,لا
MKC-2028424,2024-10-31,2024-11-06,العتيبية,شكوى إشغال طريق,شكوى,المركز الموحد 940,مغلق - تم الحل,6.0,4.0,لا
MKC-2026782,2024-10-31,2024-11-02,النسيم,شكوى صرف صحي,شكوى,تطبيق بلدي,مغلق - تم الحل,2.0,4.0,لا
MKC-2024285,2024-10-31,2024-11-04,أجياد,شكوى إنارة شوارع,شكوى,تطبيق بلدي,مغلق - تم الحل,4.0,3.0,لا
MKC-2026310,2024-11-01,2024-11-12,الشوقية,شكوى إنارة شوارع,شكوى,المركز الموحد 940,مغلق - تم الحل,11.0,4.0,لا
MKC-2027316,2024-11-02,2024-11-20,الرصيفة,طلب صيانة حديقة/ملعب,طلب صيانة,المركز الموحد 940,محول لجهة أخرى,18.0,,لا
MKC-2025788,2024-11-02,2024-11-06,المسفلة,شكوى مركبات مهملة,شكوى,تطبيق بلدي,مغلق - تم الحل,4.0,5.0,لا
MKC-2026718,2024-11-02,2024-11-20,الحجون,شكوى مخالفة بناء,شكوى,تطبيق بلدي,مغلق - تم الحل,18.0,4.0,لا
MKC-2023882,2024-11-02,2024-11-09,النسيم,شكوى نظافة عامة,شكوى,تطبيق بلدي,مقبول ومنفذ,7.0,3.0,لا
MKC-2024438,2024-11-03,,جرول,شكوى مركبات مهملة,شكوى,تطبيق بلدي,قيد المعالجة,,,لا
MKC-2026604,2024-11-03,2024-11-04,العزيزية,شكوى باعة متجولين,شكوى,تطبيق بلدي,قيد المعالجة,1.0,,لا
MKC-2028113,2024-11-03,2024-12-11,المسفلة,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,38.0,2.0,لا
MKC-2024390,2024-11-03,2024-11-05,الزاهر,شكوى باعة متجولين,شكوى,المركز الموحد 940,مغلق - تم الحل,2.0,3.0,لا
MKC-2026730,2024-11-03,2024-11-15,الحجون,شكوى صرف صحي,شكوى,تطبيق بلدي,مغلق - تم الحل,12.0,4.0,لا
MKC-2023339,2024-11-03,,الرصيفة,شكوى إنارة شوارع,شكوى,تطبيق بلدي,قيد المعالجة,,,لا
MKC-2023173,2024-11-03,2024-11-15,جرول,شكوى إنارة شوارع,شكوى,المركز الموحد 940,مرفوض,12.0,,لا
MKC-2023381,2024-11-03,2024-11-05,النسيم,شكوى نظافة عامة,شكوى,مكتب خدمة العملاء,مقبول ومنفذ,2.0,5.0,لا
MKC-2024073,2024-11-03,2024-11-08,جرول,طلب صيانة حديقة/ملعب,طلب صيانة,مكتب خدمة العملاء,محول لجهة أخرى,5.0,,لا
MKC-2026808,2024-11-03,2024-11-20,الجميزة,طلب صيانة حديقة/ملعب,طلب صيانة,مكتب فرعي بالحي,مقبول ومنفذ,17.0,4.0,لا
MKC-2024228,2024-11-03,2024-11-14,أجياد,شكوى إنارة شوارع,شكوى,تطبيق بلدي,مغلق - تم الحل,11.0,3.0,لا
MKC-2023376,2024-11-03,2024-11-24,الشوقية,ترخيص تجاري,طلب ترخيص,مكتب خدمة العملاء,مقبول ومنفذ,21.0,4.0,لا
MKC-2026828,2024-11-03,2024-11-11,المسفلة,شكوى إشغال طريق,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,8.0,3.0,لا
MKC-2026311,2024-11-04,2024-11-06,النوارية,شكوى نظافة عامة,شكوى,المركز الموحد 940,محول لجهة أخرى,2.0,,لا
MKC-2024470,2024-11-04,2024-11-26,النوارية,طلب صيانة حديقة/ملعب,طلب صيانة,مكتب فرعي بالحي,مرفوض,22.0,,لا
MKC-2025507,2024-11-04,2024-11-18,الجميزة,ترخيص لافتات إعلانية,طلب ترخيص,تطبيق بلدي,مرفوض,14.0,,لا
MKC-2023190,2024-11-04,2024-11-09,الكعكية,تجديد رخصة تجارية,طلب ترخيص,حساب X (تويتر),مقبول ومنفذ,5.0,4.0,لا
MKC-2026456,2024-11-04,2024-11-09,الششة,شكوى نظافة عامة,شكوى,حساب X (تويتر),محول لجهة أخرى,5.0,,لا
MKC-2026180,2024-11-04,2024-11-27,الرصيفة,ترخيص بناء,طلب ترخيص,تطبيق بلدي,محول لجهة أخرى,23.0,,لا
MKC-2028088,2024-11-04,2024-11-20,المسفلة,شكوى مخالفة بناء,شكوى,تطبيق بلدي,مغلق - تم الحل,16.0,2.0,لا
MKC-2025103,2024-11-04,2024-11-10,الهجرة,شكوى نظافة عامة,شكوى,تطبيق بلدي,مغلق - تم الحل,6.0,5.0,لا
MKC-2025201,2024-11-04,2024-11-10,العزيزية,تجديد رخصة تجارية,طلب ترخيص,المركز الموحد 940,محول لجهة أخرى,6.0,,لا
MKC-2026109,2024-11-05,2024-11-09,أجياد,شكوى نظافة عامة,شكوى,المركز الموحد 940,محول لجهة أخرى,4.0,,لا
MKC-2024675,2024-11-05,2024-11-10,الرصيفة,شكوى إشغال طريق,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,5.0,4.0,لا
MKC-2023142,2024-11-05,2024-11-16,الحجون,شكوى صرف صحي,شكوى,تطبيق بلدي,قيد المعالجة,11.0,,لا
MKC-2027621,2024-11-05,2024-12-02,أجياد,ترخيص بناء,طلب ترخيص,المركز الموحد 940,مقبول ومنفذ,27.0,4.0,لا
MKC-2028161,2024-11-06,2024-11-14,الزاهر,شكوى صرف صحي,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,8.0,3.0,لا
MKC-2027331,2024-11-06,2024-11-26,الزاهر,ترخيص تجاري,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,20.0,4.0,لا
MKC-2024585,2024-11-06,2024-11-13,بطحاء قريش,طلب صيانة حديقة/ملعب,طلب صيانة,تطبيق بلدي,محول لجهة أخرى,7.0,,لا
MKC-2026770,2024-11-06,2024-11-13,العزيزية,شكوى نظافة عامة,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,7.0,3.0,لا
MKC-2025855,2024-11-06,2024-11-21,الزاهر,ترخيص تجاري,طلب ترخيص,حساب X (تويتر),مرفوض,15.0,,لا
MKC-2027813,2024-11-07,2024-11-09,المسفلة,شكوى صرف صحي,شكوى,المركز الموحد 940,مرفوض,2.0,,لا
MKC-2023954,2024-11-07,2024-11-13,الجميزة,شكوى نظافة عامة,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,6.0,2.0,لا
MKC-2027308,2024-11-07,2024-11-18,النسيم,شكوى صرف صحي,شكوى,تطبيق بلدي,محول لجهة أخرى,11.0,,لا
MKC-2025506,2024-11-07,2024-11-20,بطحاء قريش,ترخيص لافتات إعلانية,طلب ترخيص,المركز الموحد 940,محول لجهة أخرى,13.0,,لا
MKC-2023467,2024-11-07,2024-11-23,العزيزية,شكوى مركبات مهملة,شكوى,مكتب فرعي بالحي,مغلق - تم الحل,16.0,3.0,لا
MKC-2023936,2024-11-08,2024-11-12,العتيبية,شكوى نظافة عامة,شكوى,تطبيق بلدي,مرفوض,4.0,,لا
MKC-2024843,2024-11-08,2024-11-15,أجياد,شكوى إشغال طريق,شكوى,مكتب فرعي بالحي,مقبول ومنفذ,7.0,5.0,لا
MKC-2027913,2024-11-08,2024-11-18,الجميزة,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,مغلق - تم الحل,10.0,4.0,لا
MKC-2028846,2024-11-08,2024-11-12,الهجرة,شكوى باعة متجولين,شكوى,تطبيق بلدي,محول لجهة أخرى,4.0,,لا
MKC-2025887,2024-11-08,2024-11-28,العزيزية,شكوى مخالفة بناء,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,20.0,4.0,لا
MKC-2026300,2024-11-09,2024-11-27,الجميزة,ترخيص تجاري,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,18.0,3.0,لا
MKC-2025598,2024-11-09,2024-11-15,الكعكية,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,6.0,4.0,لا
MKC-2024977,2024-11-09,2024-11-10,العزيزية,شكوى باعة متجولين,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,1.0,4.0,لا
MKC-2025036,2024-11-09,,العتيبية,شكوى إشغال طريق,شكوى,المركز الموحد 940,قيد المعالجة,,,لا
MKC-2024654,2024-11-10,2024-12-03,النوارية,شكوى مخالفة بناء,شكوى,مكتب خدمة العملاء,محول لجهة أخرى,23.0,,لا
MKC-2024413,2024-11-10,2024-11-24,العتيبية,شكوى مخالفة بناء,شكوى,مكتب فرعي بالحي,مغلق - تم الحل,14.0,3.0,لا
MKC-2026330,2024-11-10,2024-12-04,الجميزة,ترخيص بناء,طلب ترخيص,حساب X (تويتر),مقبول ومنفذ,24.0,2.0,لا
MKC-2028438,2024-11-10,2024-11-17,الحجون,شكوى إنارة شوارع,شكوى,مكتب فرعي بالحي,مغلق - تم الحل,7.0,5.0,لا
MKC-2026129,2024-11-10,2024-11-25,الشوقية,ترخيص بناء,طلب ترخيص,مكتب خدمة العملاء,مرفوض,15.0,,لا
MKC-2027680,2024-11-10,2024-11-19,جرول,شكوى إشغال طريق,شكوى,تطبيق بلدي,مغلق - تم الحل,9.0,3.0,لا
MKC-2025479,2024-11-10,2024-11-14,الزاهر,شكوى باعة متجولين,شكوى,المركز الموحد 940,مغلق - تم الحل,4.0,4.0,لا
MKC-2028472,2024-11-11,2024-11-21,العتيبية,شكوى إنارة شوارع,شكوى,المركز الموحد 940,مغلق - تم الحل,10.0,3.0,لا
MKC-2026387,2024-11-11,2024-12-19,المسفلة,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مرفوض,38.0,,لا
MKC-2025765,2024-11-11,2024-11-12,الرصيفة,شكوى صرف صحي,شكوى,مكتب خدمة العملاء,محول لجهة أخرى,1.0,,لا
MKC-2026952,2024-11-11,2024-11-22,العزيزية,ترخيص لافتات إعلانية,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,11.0,5.0,لا
MKC-2024730,2024-11-11,2024-11-14,الشوقية,شكوى باعة متجولين,شكوى,المركز الموحد 940,محول لجهة أخرى,3.0,,لا
MKC-2023346,2024-11-12,2024-12-11,النوارية,ترخيص بناء,طلب ترخيص,المركز الموحد 940,محول لجهة أخرى,29.0,,لا
MKC-2024458,2024-11-12,2024-11-25,الجميزة,شكوى مركبات مهملة,شكوى,مكتب فرعي بالحي,محول لجهة أخرى,13.0,,لا
MKC-2024309,2024-11-12,2024-11-18,العزيزية,شكوى نظافة عامة,شكوى,حساب X (تويتر),مرفوض,6.0,,لا
MKC-2025060,2024-11-12,,العزيزية,شكوى صرف صحي,شكوى,مكتب خدمة العملاء,قيد المعالجة,,,لا
MKC-2023462,2024-11-12,2024-11-15,الرصيفة,تجديد رخصة تجارية,طلب ترخيص,المركز الموحد 940,مقبول ومنفذ,3.0,4.0,لا
MKC-2026957,2024-11-13,2024-12-05,النسيم,طلب صيانة حديقة/ملعب,طلب صيانة,تطبيق بلدي,مقبول ومنفذ,22.0,3.0,لا
MKC-2027025,2024-11-13,2024-11-25,الرصيفة,ترخيص بناء,طلب ترخيص,مكتب خدمة العملاء,مقبول ومنفذ,12.0,4.0,لا
MKC-2024026,2024-11-13,2024-11-16,أجياد,شكوى مخالفة بناء,شكوى,تطبيق بلدي,محول لجهة أخرى,3.0,,لا
MKC-2024371,2024-11-13,2024-11-25,الرصيفة,شكوى مخالفة بناء,شكوى,تطبيق بلدي,محول لجهة أخرى,12.0,,لا
MKC-2025218,2024-11-13,2024-11-17,النسيم,شكوى نظافة عامة,شكوى,المركز الموحد 940,مغلق - تم الحل,4.0,4.0,لا
MKC-2026016,2024-11-14,2024-11-19,الشرائع,تجديد رخصة تجارية,طلب ترخيص,مكتب خدمة العملاء,مقبول ومنفذ,5.0,4.0,لا
MKC-2025690,2024-11-15,2024-11-17,العزيزية,شكوى نظافة عامة,شكوى,تطبيق بلدي,مغلق - تم الحل,2.0,5.0,لا
MKC-2027050,2024-11-15,2024-11-25,الششة,شكوى صرف صحي,شكوى,حساب X (تويتر),مقبول ومنفذ,10.0,3.0,لا
MKC-2027855,2024-11-15,2024-12-04,المسفلة,ترخيص بناء,طلب ترخيص,المركز الموحد 940,مرفوض,19.0,,لا
MKC-2027345,2024-11-15,2024-11-24,المسفلة,طلب صيانة حديقة/ملعب,طلب صيانة,المركز الموحد 940,مرفوض,9.0,,لا
MKC-2026864,2024-11-15,2024-11-19,الجميزة,شكوى إنارة شوارع,شكوى,تطبيق بلدي,محول لجهة أخرى,4.0,,لا
MKC-2025300,2024-11-15,2024-11-25,بطحاء قريش,شكوى إشغال طريق,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,10.0,2.0,لا
MKC-2023319,2024-11-15,2024-11-17,العتيبية,شكوى إنارة شوارع,شكوى,تطبيق بلدي,مقبول ومنفذ,2.0,5.0,لا
MKC-2024453,2024-11-15,2024-12-04,الزاهر,شكوى مخالفة بناء,شكوى,تطبيق بلدي,مقبول ومنفذ,19.0,3.0,لا
MKC-2024263,2024-11-15,2024-11-26,أجياد,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,11.0,4.0,لا
MKC-2024592,2024-11-15,2024-11-24,الششة,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,محول لجهة أخرى,9.0,,لا
MKC-2028426,2024-11-16,2024-11-30,النسيم,شكوى مخالفة بناء,شكوى,المركز الموحد 940,مغلق - تم الحل,14.0,3.0,لا
MKC-2025553,2024-11-16,2024-11-17,المسفلة,شكوى باعة متجولين,شكوى,تطبيق بلدي,مرفوض,1.0,,لا
MKC-2025599,2024-11-16,2024-11-21,الكعكية,شكوى نظافة عامة,شكوى,المركز الموحد 940,مغلق - تم الحل,5.0,4.0,لا
MKC-2028988,2024-11-16,2024-11-23,بطحاء قريش,تجديد رخصة تجارية,طلب ترخيص,مكتب خدمة العملاء,مرفوض,7.0,,لا
MKC-2025233,2024-11-16,2024-12-04,الزاهر,شكوى مركبات مهملة,شكوى,تطبيق بلدي,محول لجهة أخرى,18.0,,لا
MKC-2028585,2024-11-16,2024-11-29,أجياد,شكوى مخالفة بناء,شكوى,تطبيق بلدي,مرفوض,13.0,,لا
MKC-2025502,2024-11-16,2024-11-18,الحجون,شكوى صرف صحي,شكوى,تطبيق بلدي,مقبول ومنفذ,2.0,4.0,لا
MKC-2024013,2024-11-16,2024-12-25,الششة,ترخيص بناء,طلب ترخيص,تطبيق بلدي,مغلق - تم الحل,39.0,3.0,لا
MKC-2028365,2024-11-17,2024-11-23,الزاهر,شكوى نظافة عامة,شكوى,مكتب خدمة العملاء,مقبول ومنفذ,6.0,4.0,لا
MKC-2026268,2024-11-17,2024-11-19,المسفلة,شكوى باعة متجولين,شكوى,تطبيق بلدي,مرفوض,2.0,,لا
MKC-2023387,2024-11-17,2024-11-25,الحجون,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,مغلق - تم الحل,8.0,5.0,لا
MKC-2026598,2024-11-17,2024-12-02,جرول,شكوى مخالفة بناء,شكوى,مكتب خدمة العملاء,مغلق - تم الحل,15.0,3.0,لا
MKC-2027120,2024-11-17,2024-12-18,الشوقية,ترخيص بناء,طلب ترخيص,حساب X (تويتر),محول لجهة أخرى,31.0,,لا
MKC-2023915,2024-11-18,2024-11-25,النوارية,تجديد رخصة تجارية,طلب ترخيص,مكتب خدمة العملاء,محول لجهة أخرى,7.0,,لا
MKC-2025002,2024-11-18,2024-11-20,الششة,تجديد رخصة تجارية,طلب ترخيص,مكتب خدمة العملاء,مقبول ومنفذ,2.0,4.0,لا
MKC-2024060,2024-11-18,2024-12-08,المسفلة,شكوى مخالفة بناء,شكوى,حساب X (تويتر),محول لجهة أخرى,20.0,,لا
MKC-2027356,2024-11-18,,الكعكية,ترخيص تجاري,طلب ترخيص,مكتب خدمة العملاء,قيد المعالجة,,,لا
MKC-2024950,2024-11-18,2024-11-23,الرصيفة,شكوى نظافة عامة,شكوى,تطبيق بلدي,مغلق - تم الحل,5.0,5.0,لا
MKC-2026877,2024-11-18,2024-11-26,الكعكية,شكوى إشغال طريق,شكوى,مكتب خدمة العملاء,محول لجهة أخرى,8.0,,لا
MKC-2026687,2024-11-18,2024-11-26,الهجرة,تجديد رخصة تجارية,طلب ترخيص,تطبيق بلدي,مقبول ومنفذ,8.0,4.0,لا
MKC-2023964,2024-11-18,2024-11-21,العزيزية,شكوى باعة متجولين,شكوى,المركز الموحد 940,مغلق - تم الحل,3.0,3.0,لا
